text	label
처음 유선으로 넘어갔는데 다신 유선으로 못 돌아가겠어요 끊김이 안 느껴져요	pos
가성비가 너무 좋아요.. 아주 만족	pos
편안하고  온열 기능도 좋아요~^^	pos
장시간 사용하기 어려움 너무 불편하고 허접?? 그냥 싸게 대충 시용향 용도로 구입하기 좋음	neg
성분이 좋고, 이 토너가 저에게 잘 맞는지 지금까지 트러블 없이 아침 저녁으로 늘 사용합니다.	pos
cs최악... 오배송, 배송 늦은건 그렇다치고전화하니 배송되었다고 했는데 그뒤로 송장요청 문자,전화 안받음연락안되서 택배사 확인해보니 배송안됨,그 후 연락없이 배송, 그후에도 문자 전화 안받음(배송이 늦어서 주말도착이라 배송지변경차)..문자나 전화나 정중하게 요청드렸는데 연락도 안되고.... 별1개도 아깝네요..	neg
촉촉해서 항상 재구매 중ㅎㅎ	pos
빠른배송 감사해요.저번에 딴곳에서 산거 마이크 안됬는데역시 또 마이크안되네요...후다시 사야겠어요	neg
아직 멀티랑 플로우 기능을 안해봤는데 멀티만 보고 산거라 잘 되겠죠 ㅎㅎ 다만 배송이..달랑 비닐하나에 싸여져와서 별로네요	pos
기미, 잡티 많은 남자들에게도 강추!! 곧 40인 남자인데요 나이가 들수록 점점 기미와 잡티가 늘어나네요. 요즘은 남자도 피부관리에 신경 많이 써야 하는 시대인데 피부과, 성형외과 같은 덴 좀 그렇고 해서... 여기저기 알아보고 블랙아웃 미백크림이 좋다고 해서 구매해서 사용 중인데요. 배송도 빨리 와서 일단 만족이고, 기본 구성품도 같이 온 샘플도 뭔가 고급 진 느낌이 들더라고요.(샘플은 나중에 여행 가서 쓰거나 친구에게 한번 써보라고 해도 될 듯) 그동안 사용해서 보면서 느낀 점은 우선 얼굴에 발랐을 때의 느낌이 매우 촉촉해서 마음에 들어요. 그리고 뭔가 쫀득한 크림 느낌도 쉽게 건조해지진 않겠다는 느낌을 줘서 좋고요. 시간이 지날수록 기미랑 잡티가 연해지는 느낌 같은 느낌도 마음에 드네요. 지금까지 사용해본 느낌으로는 정말 강추입니다!! ^^	pos
배송은 빠름~근데 동영상 10분짜리 보는데 속도가 느려서 3개 보는데 1시간이나 걸림 속도 느는 거 속 답답해서 못 참는 하는 분들에게 추천 안 함!!	neg
손목받침을 사용하는 분이라면 마우스 높이가 낮아 밀착감이 떨어지구요.	pos
배송 느립니다주문하고 1주일 동안  물건 못받았어요따로 연락없었고 심지어메시지 확인 안하고 전화도 안받으심	neg
날개가 분리된 이후 후기를 찾아보니 핀셋으로 다시 꽂는 방법밖에 없다는데.. 아무리 꽂아도 고정이 안되어 모터가 헛돕니다. 작은것이 장점인줄 알았는데 팬 크기가 너무 작아서 바람이 얼굴에 잘 닿지도 않습니다. 그리고 생각보다 큰 소음에 깜짝 놀랐습니다. 다른 분들 후기보고 두개나 샀는데 산지 한달도 안되어 둘다 고장나서 매우 난감합니다. as를 보내기도 귀찮고 크라우드 펀딩으로 생산한 국내 제품이라 믿고 구매했는데 실망스럽습니다.	neg
좋아요~~무난하게 잘 쓰고 있어요	pos
피부 자극 제로!피부 보습 짱!	pos
적은 양으로도 최고의 수분 역을!	pos
다만 클릭할 때 느낌이 맨처음 접할 때 매우 기분이 나쁜 느낌이예요.	pos
1. 가벼움 한손에 프린터물 두 뭉텅이랑 보드마카와 이 포인터까지 들엇는데, 부담이 없음2. 디자인이 너무 마음에 듬 심플하고 급할때 손에 익지 않아도 위아래 버튼과 빨간불빛 포인터 나오게 하는게 너무 좋아요	pos
컴퓨터  윈도사는 비용이랑  윈도 설치비 이런 거다 하면 컴퓨터비 130만 원 넘을 듯 굳이 이돈주고 컴퓨터 안 살듯  잘 생각하세요 저는 후회 중	neg
배송된 제품 박스엔 분명 플러스라고 적혀 있는데, 마우스 자체는 V3도 없고, USB도 없으며 V3 시리얼도 없습니다. 상품평에 왜 저런 식으로 상품평을 남겼는지는 알 수 없고, 판매자의 의도적인 작업이 아닌가 의심스럽습니다. 물론 상품평 빼고는 판매 정보 어디에도 V3나 USB 제공한다는 글이 없으니, 상품평 보고 구매한 사람이 바보인 상황인데... 그렇더라도 많은 구매자들이 제품 정보와 더불어 참고하는 부분이 상품평인데, 저런 잘못된 정보를 제공하는 상품평이 버젓이 올라와 있는 상황이 참 우습네요..	neg
근데 버튼 커스터마이징은 어떻게 하나요?	pos
그닥 맘에 들진 않네요	neg
굿 하다라보 고쿠쥰쓰다가성분이 너무 안좋아서 그 비슷한거 찾다가 알게되었는데성분도 착하고 기능적이 면에서도 매우 유사해서만족합니다	pos
촉촉하고 너무 좋네요 지금처럼 쌀쌀한 환절기에 수분크림은 필수예요! 배송도 빠르고 속부터 차오르는 수분감이 마음에 들어요	pos
저렴한데 양이 많이서 좋아요!	pos
성분도 좋고 써보니까 촉촉하고 무엇보다 가성비 갑입니다!!	pos
진짜 노트북으로 꼴랑 글 쓰고 인터넷 밖에 안 하는데도 시스템 메모리 어찌고 계속 뜨네요 그래서 디 드라이브로 저장 공간 바꾸려 했더니 삭제조차도 조금의 메모리가 있어야 된다고 ㅋㅋ 참나.. 	neg
칼 배송에 문의 칼 댓글 너무 좋습니다 한 일주일 정도 비교검색해보고 최종 결정한 제품인 만큼 너무 만족스러워요	pos
대학교 입학 선물로 노트북을 선물 받았는데 너무 만족스럽습니다. 일단 17인치는 너무 크고 13인치는 너무 작은데 딱 15인치가 적당해서 좋고요 그리고 지문인식으로 컴퓨터 잠금장치를 설정할 수 있다는 게 좋아요. 번거롭게 비밀번호 치고 잠금 해제하는 게 아니라 손가락만 대고 해제할 수 있어서 간편하다는 점이 좋네요. 그리고 그램은 다른 노트북보다 가벼워서 들고 다닐 때 어깨에 부담이 줄어들어서 좋아요	pos
사용한달도 안 돼서 고장 났는데 배송비로 5천 원? 새 거 하나 사는 게 낫겠네요 전에 이 회사 마우스 쓴 적 있는데 늘 접촉불량이라 어쩔 때는 되고 어쩔 때는 안되네요 지금 거는 귀찮아서 접촉불량 있는 그대로 그냥 쓰려는데 그것마저 고장 나서 안되고... 그냥 일주일 정도 쓰실 생각 있는 분만 사세요	neg
계속 재구매하네요 좋아요	pos
약간의 알코올기가 느껴지는데 아직 쓴 지 이틀째라 장단점은 잘 모르겠지만 화하거나 열감 같은 거 안 올라오고 순하니 괜찮은 것 같습니다	pos
천연이고 로션은 이미 이즈앤트리꺼쓰는데 촉촉하고 기름지지않아요	pos
DPI 올리고 내리는 버튼이 구분도 안 되어있고, 눌렀을때 구분감이 g102보다 떨어집니다.	pos
사용한지  며칠 안돼서 아직은  모르겠지만  촉촉은 하네요	pos
굿 가격대비 완전 짱~~용량도 완전 마음에 들구요~	pos
얼굴에 수분감이 가득합니다!!!	pos
+ 한달간 사용하면서 망가진 버튼은 하나도 없다.	pos
그리고, 사용자의 편리성에 주목한 버튼배치까지 하나하나 모두 마음에 듭니다.	pos
너무별로네요 지지직소리나고반품해도 업체는 계속이상없다고 돌려보내고사실때 신중하게 고르세요 싼값합니다 이왕사는거돈더들여좋은거사세요	neg
용량이 진짜 어마무시 합니다^^	pos
촉촉하고 바르고 나서 피부가 말랑해지는 느낌	pos
그리고 튀지않고 고급스런 느낌이 나는 붉은색상도 참 마음에 드는군요.	pos
기대 반 의심 반이었지만 효과 좋아요 재구매하겠습니다 대박 나세요	pos
상품 자체에 대해서는 만족입니다	neg
용량이 많아서 일단 넘 좋네요^^	pos
여러 번 사용하고 있는데 아주 만족해요	pos
ㅇ ㅕ 다름 막나고 피부 열 오르고 기름져요 ㅠㅠ	neg
너무 시원해요 ㅎㅎㅎ 진짜 마사지기 사려면 이거 사세요 가격도 괜찮고 이거 하면 몸에 피로가 엄청 잘 풀립니다 ㅋㅋ 저는 자기 전에 무조건 한 번은 하고자욯ㅎㅎㅎ	pos
예를들면 화면을 보다가 휠을 갑자기 돌리면 아무런 반응을 안하는 문제가 반복적으로 발생하거나저는 캐드작업을 많이 하는데 중간 휠버튼을 눌러서 화면을 이동시키면 누른상태가 풀리거나그리고 다시 잡히거나 하면 화면이 이상하게 전환되는 문제점이 있습니다.	pos
배송도 빨리 왔고 꼼꼼하게 포장돼서 왔어요. 파우치도 잘 포장해서 주셨어요. 역시 그램답게 배송 온 거 들고 오는데 엄청 가벼웠어요. 한 번씩 팬 돌아가는 소리가 나기는 하지만 엄청 거슬릴 정도는 아니에요. 화면 커서 시원시원하게 화면 볼 수 있어서 좋아요.  켜서 사용한 지 얼마 되지 않고 무겁게 사용하지 않아서 발열을 아직 제대로 모르겠습니다.  오프라인 보다 싸게 잘 산 것 같습니다.	pos
G90은 본사에서도 인정한 불량 모델입니다. G20으로 구매들 하세요! 10개 중 3개가 불량이라네요	neg
사은품 빼고 보냈어요... 왜 그랬어요 ?????????	neg
속도도 빠르고 가벼워서 휴대하기도 좋아요..	pos
묽은 로션 같은 느낌인데 발림성 진짜 좋고 흡수력도 좋아요!! 여름에 살이 많이 타서 속상했는데 이거 바르니깐 그전보다 더 하얘지네요ㅎㅎㅎ 향도 엄청 좋아요 :) 	pos
원래 고른 상품이 입고 지연으로 대체 상품으로 받았습니다. 보내주신 url에서 보니 비슷한 가격대길래 오케이 한 건데 받아보니 여자 손에 커서 쓰기가 불편하고 제품도 싸구려 티가 나서 검색해봤더니 타 사이트들에서는  배송비 제외 9000이면 사는 상품이네요 저는 18500결제했고요 제가 바로 호갱님이었군요 다른 데서 사세요	neg
클릭시 신경써서 약간 힘줘서 넘겨야합니다.	pos
불빛도 은은하고무게추 넣으니 무게도 딱 맞고손에도 촥 감기고질감도 상당히 좋습니다고장 안나게 오래오래 사용하고싶네요!	pos
20년째 쓰는 제품입니다 진짜 뾰루지 들어가는데 최고예요	pos
광고처럼 촉촉하지 않아요 당깁니다	neg
목 어깨 사용할 때 좋네요!! 근데 무선으로 살걸 그랬나 봐요 선이 은근히 불편 ㅋㅋㅋ	pos
알리익스프레스에서 물건들 받을 때보다 포장이 부실함. 제품 자체는 그립감도 나쁘지 않고, 무선이라 선 스트레스가 없다는 점. 버티컬을 처음 사용해보니 자꾸 들었다 놨다 하는 등 적응하는데 시간이 조금 필요한 정도입니다. 가격 대비 성능을 생각하면 추천, 하지만 포장은 욕하고 싶음. 오른쪽 마우스 버튼이 받았을 때 빠져있는 상태였음.	neg
지금까지의 마우스 그립감중 최고입니다	pos
2번째 구매로 세트 짜리 구매했네요	pos
이 가격대에 5버튼, DPI 조절되는 제품은 많지만 만족도도 이정도인건 이 제품뿐이네요.	pos
생각보다 심각하게 많이 느리고 5년 전 샀던 lg 노트북보다 느리다는 거에 좀 충격받았네요 사양이 안 좋다는 건 알고 있었지만 다음부터는 브랜드 제품을 구매할 것 같습니다 좋은 점은 가볍다는 거 하나뿐이네요	neg
샘플 써보고 바로 구매합니다~	pos
배송이빨라요 사용해보기 전 이지만 디자인은 마음에 드네여 좋을꺼라믿구 쓰겠습니댜 배송이 엄청빨라요~~~~	pos
저는 캐모마일토너를 샀는데 강한 냄새도 없고 너무 순해서 좋아요!	pos
저는 애플노트북만 쭈욱 써왔기에. LG가 좋타길래 어머니꺼 주문해 드렸는데. 기본사항에- 램추가- 업그레이드한 저장장치로 os윈도우 이동그래서 알아서 다 세팅되어 오는줄 알았는데. 업그레이드 안내사항이라는 동봉된 종이에 추가로 장착된 SSD인식문제 어쩌고 라고 써있어서그것을 해야 하는줄 알고 나와있는데로 디스크관리에 갔더니. 시키는 대로 해도 포맷이 뜨지 않았음.. (이 종이는 저에게 필요없었고 오히려 혼동만 준;;;)하튼 결론적으로!C드라이브와 D드라이브외에 4개나 모르는게 잡혀있어서.. 이것에 대한 문의를 했는데.. 복구드라이브라고 알려줬으면 ?을것을.. (구글링으로 검색해서 나중에 안사실..)세팅이 전부되어 간지는 필요없다라고 답글이 달려서.. 도대체 간지는 무었인지...다시 문의 글올림왜 C와 D에 둘다 윈도우가 깔려있는지에 대해서도 의문이고 디스크0 은 대체 무었이냐. 왜 4개나 있는것이냐... (이때까지도 다른 드라이브 들 잡히는것이 복구드라이브인지 몰랐음)답글에 디스크0에 대한 설명은 없고자기들이 D드라이브 맘대로 지울수 없으니 지우면 된다고만 함.. 저로썬 고구마였음.. 첨부터 자세히 설명해 주었으면 좋았을것을디스크0은 복구드라이브라 그냥 두셔도 되고 (지워버리면 나중에 복구가 어렵다는등등...으로 설명해 주었다면 좋았을것을 )C와 D 왼도우 이동해서 두개 있는게 정상이고 D는 포맷하면 된다라고.. 하튼 제가 놋북을 잘알못이라 그런지.. 빈정상한 구매 후기 였습니다. . (판매자 입장에서 놋북 잘알못에게 친절하게 설명해 주셨으면 ...;;;)	neg
좋아요좋요오	pos
안마가 손으로 하는 거처럼 무척 시원하고요 무선이라 편합니다 배송도 무척 빠르고요~^^	pos
5/1일 날 제스퍼 안마의자와 세트 구성 의자를 구입해서 5/3일 저녁에 받았고요. 5일 날 어버이날 선물인지라 부모님 앞에서 당당하게 풀었는데 안마기는 없고 의자만 덩그러니 있는 걸 발견했네요. 정말 황당하고 할 말을 잃었네요. 롯데닷컴 믿고 구매했는데 이 무슨 경우인지. 이름 없는 인터넷쇼핑몰에서 쇼핑해도 이런 일은 없는데. 어버이날 선물인데 이렇게 망쳐버립니까? 어떻게 이렇게 일처리를 하는지. 휴무일이라 고객센터 전화는 안 되고. 어떡하실 거예요???	neg
상품인 거 같네요 20171102에 주문했어요 배송은 빨리 왔는데 제조 연월일이 20160725네요 최근 생산 일이라고 해서 주문했는데 아닌 거 같고 싸게 산 것만 같네요 최근 생산 일이 언제인지 명확히 표기하시길	neg
마사지가 되는 건지.. 압박이 되는 건지.. 압박만 있고 마사지 기능이 있는 게 맞나요&gt;? 시원하다기 보다 그냥 피가 안 통하는 느낌... ㅠㅠ.. 안 쓰고 구석에 박아뒀는데 혹시 반품될지 문의드려봅니다.. 물론 안되겠지만..	neg
이니스프리거도 트러블이 나네요..   그래서 그냥 마몽드 꺼 쓰던 거 쓰고 있어요   이거 쓰고 피부 뒤집어져서 첨엔 괜찮아지겠지 하고   계속 썼는데 계속 트러블 엄청나서   그냥 지금은 다른 곳 바르는데 쓰고 있어요   얼굴 민감성 피부이신 분들은 고려해보시길~ 	neg
다음에 또 주문할게요	pos
귀에서 살짝걸린느낌  좀불펀한감	neg
너무 가볍긴한데 저는 무거운것보단 나아서ㅎ	pos
잘 사용할게요	pos
누가 바람 시원하다 했는가 일도 안시원하고 답답함 한달도 안되서 날개빠짐 ㅜㅡ 하	neg
키엘 제품은 다 좋지만 울트라 훼이셜 크림은 특히 강추할만한 제품인 거 같아요~ 부드러운 느낌의 수분감이 정말 좋아요~	pos
재구매의사있고 성분도 착하고 짱이에요	pos
나쁜성분이 없고 피부에 자극이 없어서 그냥 재구매해서 씁니다	pos
벌크 구매했다가 버튼 망가져서 정품으로 재구매했습니다.가격대비 제일 무난한것 같습니다.	pos
냄새도 자극적이지않고 가격도 적당하네요	pos
향은 나쁘지 않아요	pos
밤 형태인데 엄청 잘 녹아요. 그래서 얼굴에 바르고 펴기 좋아요 생각보다. 아침저녁에 바르기 좋아요	pos
프라엘 구매하면서 수분 젤이 필요했는데 좋은 제품 잘 샀네요~~~	pos
네통? 다섯째통? 이 토너만 써요 ㅠㅠ 촉촉하고 트러블도 안납니당!!!	pos
어지간한 팩은 다 기름져서 매일은 못견뎌요 토너라 그런지 피부에 부담 안가니까 확실히 매일 하면 피부 컨디션이 좋아요	pos
갤럭시s10e쓰는데 누르지도 않은 볼륨이 커져서 귀터지는줄알았습니다ㅎㅎ 이거사지마세요	neg
휠고장나서 삿는데 가성비좋고 색도 계속 바뀌는게 예쁘네요	pos
안마기인데 안 시원하면 무슨 의미일까	neg
그럭저럭...근데 특별하게 좋은건 모르겠음 ㅠㅠ	neg
색상도 예쁘고 led도 화려하게 나옵니다.	pos
믿고 쓰는 필라그린 밤! 열통도 넘게 쓴 거 같아요! 가격도 가장 저렴해서 잘 쓰고 있어요	pos
   우선 방문 수령을 하였는데 사람이 오든 말든 상관도 안 하고 자기들끼리 웅성웅성 거리면서 손님을 대하는 기본조차 되어있지 않아 기분이 매우 상했습니다. 그 후 상품을 수령받고 집에 도착한 후 노트북 상태를 확인해보니 노트북 화면에 흠집이 있었습니다.  그래서 방문 수령한 곳에 연락을 해보니 자신들의 잘못과 관할이 아니라는 소리만 하고 죄송하다, 괜찮냐는 말 하나 없었습니다.  아무리 상품만 전달하는 일을 한다고 한들 손님을 그런 식으로 대하는 부분에 있어 매우 어이가 없었네요. 오히려 더 욱하고 화내시고 미안하다는 말 조금도 없이.. 서비스 쪽에서 매우 실망을 했네요. 상품교환, 활불 및 상품의 하자가 있을 경우 상품을 사용하는 데까지 매우 오랜 시간과 마음고생, 노력이 있으니 이점 유의하면서 구매하시길 바랍니다.   	neg
음질이 매우 떨어지네요. 먹먹한 느낌이 커요. 게임할 때 쓰려고샀는데 용도에 맞지않지만 그냥 써야겠네요. 가격대비 괜찮을 줄 알았는데 이럴 줄 알았으면 돈 좀 더주고 다른거 샀을거같네요. 진심으로 막귀아니시면 사지마세요.	neg
바람 세기도 좋고 튼튼하게 만들어졌네요 신일 국산 믿을 수 있어 굿	neg
내구도가 낮아요 싸고 편해서 씁니다 저번 거는 몇 개월 갔는데 3개 샀는데 하나는 불량이고 하나는 한 달도 안 돼서 고장 났는데 쓰다가 고장 난 건 그냥 버리려고요 전에 쓰던 동일 제품은 오래갔는데 운이 지지리도 없었던 모양입니다	neg
배송도 빠르고, 사은품도 챙겨주시고~발림성이 아주아주 좋아요	pos
용량 많고 저렴하고 성분순해서 샀어요~	pos
일단 중고 받았네요 감사합니다 원형 찍힘 2개 줄처럼 쫙 그어져있는 파인 자국 3개 피트 찍힘 아랫부분 크게 하나 이딴 걸 파는 건가요? 급해서 씁니다만 기분이 나쁘네요 ^^  사업 잘 번창하시길 바라겠습니다	neg
순하다고해서 처음 써보네여 몇일쓰고있는데 성분이 착해서그런지 가끔 다른제품 쓸때 따끔거림이 있을때가 잇는데 이건 안그렇고 바르자마자 촉촉함이 느껴집니다.	pos
좋아요 유해 성분 없는 착한 수분 크림이에요^^ 저는 늘 이것만 써요~~ 가격이 좀 올랐네요 그래도 쭉 씁니다!	pos
처음에 올때 포장지가 뜯겨져 왔고요, 음질은 별로에요. 정확한 가품입니다. 돈 조금 더 투자하셔서 정품을 사시는걸 추천드립니다...	neg
제가 쓰고 너무 좋아서   시어머니 친정어머니 두 분께  선물했습니다. 너무 좋아하시네요  배송도 빠르고. 추천합니다	pos
사서 1달이 지나서도 사용을 못 하고 있어요. 왜냐하면 선물로 준 컴퓨터를 받은 당사자가 컴퓨터를 잘 사용하지 않는 데다가 윈도가 깔려 있지 않는 깡통 노트북이라  화면에 나와있는 것만 보고 사시면 절대로 안 됩니다. 그리고 가격도 윈도, 한글, 워드프로세서 등을 설치하려면 15만 원에서 20만 원 추가로 들어갑니다. 설치비까지 따로 줘야 될 수도 있으니까 잘 알아보고 사시기 바랍니다. 인터넷에 깡통 컴퓨터에 윈도 설치하는 방법에 나와 있는데  이 노트북은 그대로 따라 해도 안되니 난감합니다. 무조건 이 제품 구입은 비추입니다.	neg
주문하고 다음날 바로 배송 와서 기다림에 지치지 않아 첫 번째 만족 넉넉한 완충제와 깔끔한 포장에 두 번째 만족 푸짐한 사은품과 실물 제품을 보고 세 번째 만족 처음으로 구매하는 노트북인데 받는 순간부터 기분이 좋네요~	pos
노트북 받아서 세팅하고 동영상 화질 보려고 넷플릭스 접속하려고 하는 순간 파란 화면으로 문제 발생 안내문이 순간 떴다 사라지더니 노트북이 꺼져버렸어요. 다시 켜니 검은 화면으로 한동안 아무 작동이 없다가 버튼 이것저것 누르다 보니 작동은 되는데 받자마자 꺼진다니 문제가 있는 것 같습니다.	neg
이어폰 좌우밸런스가 다름	neg
넘넘 좋아요	pos
레노버 서비스센터 악명 높은 줄 실감하니 노트북 좋은 지도 모르겠네요. 몇 번 쓰지도 않았는데 산지 반년 만에 전원 어댑터 고장 나고 서비스센터 응대는 애플만도 못하네요. 다신 구매 생각 없고 비추입니다.	neg
클릭할 때마다 나는 따각 따각 소리가 안나서 조용하구요.	pos
르노 아만 써요 좋아요	pos
성분이 좋다고하니까 기대되네요	pos
제가 직결해서 사용결과는 배그했을때 바로 앞,뒤 사운드 안들리고 총소리도 그쪽 방향안보면 잘 들리지도않고 옆에서 총을쏴도 거리감이 너무 먼듯한 느낌입니다. 저는 개인적으로 최악이었습니다	neg
피부가 촉촉해지는 느낌이예요.	pos
소음이 좀 크네요.	neg
순한 거 같아서 좋아요	pos
평소 수분크림으로 사용하더라 두말하면 잔소리죠 무지 좋아요	pos
몇 년째 계속 구매하고 있어요 많이 파세요 ~	pos
음질은 제가 판단할 수 있는 부분은 아니지만 전체적인 재질은 실망스럽습니다. 착용감도 그다지 별로고, 줄꼬임 방지 재질을 썼다고는 하지만 줄의 두께가 너무 얇습니다. 재질을 떠나서 줄이 안꼬이기가 힘듭니다.음질과 디자인을 제외하고 그냥 편하게 쓰기에는 시중에 삼성 벌크보다 못합니다. 그나마 1+1라는 거에 위안을 삼을 수 있습니다.	neg
자극이 안가고 부드러워요	pos
기존에 쓰던 거라 5년째 쓰고 있어요 복합성 피부에 좋은 거 같아요	pos
성분이 젛은것같아요	pos
일단 적응되면 두가지 기능을 상황에 따라 바꿔가며 편하게 쓸수있어 좋습니다.	pos
며칠 동안 배송이 안 돼서 취소시켰는데 그거 무시하시고 그냥 상품 보내셨더라고요. 상품이 좋고, 다른 곳보다 싸서 샀지만 배송은 정말 최악이고 고객들과 소통이 안 되는 이곳에서는 다시는 상품 구입하고 싶지 않네요.	neg
가격에 비해서 충전하는곳의 커버가 떨어져서오고,비좁아서  금방  떨어질것같고,  중간 연결부위도  빙글빙글 돌고  금방고장이  나요.글구  3단으로틀면  2시간간정도  사용할수  있습니다.	neg
매번 쓰던 거라 좋네요 배송도 좋아요	pos
클릭 부드럽고 소음 거의 없네요	pos
일단 제형은 물같이묽고 향없고 순한것같아요	pos
작업 성격상 마우스보다는 키보드만 쓰게 된다. 그런데 7월 말쯤 무선 키보드와 무선 마우스를 동시에 쓰게 됐는데 키보드는 그때부터 지금까지 배터리 한 번도 안 갈고 잘 쓰고 있다. 이 제품 배터리는 그 사이에 3번 갈았다.(혹시 AS 받아야 되는 건가?;;;) 그리고 같은 위치에서 무선 키보드는 잘 되는데 마우스는 수신율이 훨씬 떨어졌다. 배터리값으로 그냥 좋은 걸로 다시 하나 사는 게 낫겠다는 결론.-_-;	neg
동작 잘되고 배송도 빠르고 좋아요 ㅎㅎ	pos
흰색으로 구매하고싶었는데 블랙색상으로 와서 아쉽지많 좋아요	pos
촉촉해지고 매끈해지고 밝아지고 잘 맞아요.	pos
디자인도 무난하고 쓸만합니다	pos
365일 선풍기를 쓰는 사람으로 솔직 리뷰를 써볼께요.장점: 작고 무게가 적어 휴대성이 굉장히 좋고 주머니에도 쏘옥 들어가는지라 만족합니다.단점: 팬이 작다보니 소음이 크네요. 우웅~하는 소리가 아닌 에에엥~~하는 높은 음의 소음이다보니 주변 시선을 강탈할 수 있습니다. 그리고 소리에 비해 바람이 생각보다 만족스럽진 못합니다. 제가 머리가 크다보니 바람이 오는 면적이 만족스럽지 못해서 굉장히 한탄스럽네요. 환불을 할까 싶다가도 휴대성에 만족해서 수취확인을 했어요. 저처럼 머리 크신분들 참고하셔서 구매하시길.	neg
배송도 빠르고 상품도 좋아요 :)	pos
소음 심하네요 별로 안시원하구	neg
좋아요 오 오	pos
많이 가벼운 느낌이 아니라 좋습니다.	pos
잘쓰고 잇는데 맥북에는 기능을 못넣는걸 모르고 주문했어요	pos
보습이 전혀 안 돼요	neg
기능 색상 배송 모두 만족합니다!	pos
추천받아서 써봅니다	pos
이거 쓰고 피부 트러블 나서 피부과 다니면서 30만 원 넘게 씀..   환불도 안 해줌.   최악임. 	neg
좋아서 선물용으로 추가 구입했습니다	pos
일단생각없이 지른만큼 손크기에비해 마우스가좀큰거같군요	pos
수분부족지성에 최근 민감해서 물같은 토너만 썼는데 그르니간 또 수분충전은 안되구 ㅠㅠㅠ 그러던차에 인생토너 찾았습니다..!	pos
다들 살까 말까 고민할때 작은사이즈라도 하나 사서 써보면 큰사이즈 사고싶을거 같아요	pos
차이나라서 그런가요 아니면 물품 검수 하시는 분이 일을 제대로 안하시나요?처음 물건 받고 검수 봉인씰 뜯어져 있고 본체 기스에 스티커 붙였던 얼룩에 더러워서 교환신청했는데,물건보내고 기다리면 오래걸려서 먼저 교환품 보내서 맞교환해달라고 했더니 불량품은 다음날 가져가고물건은 3일만에 받았는데 또 전원버튼 옆에 기스 있네요..... 당장 내일 써야해서 그냥 이번에는 씁니다;;손풍기 사실 분들은 오난꺼 쓰세요 두개 비교해 봤는데 정말 약간 더 시끄럽지만 바람세기랑 마감이 훨 좋네요.	neg
속도가 느려요 다시 한번 고려해보심이 돈이 아깝네요~역시~~~	neg
촉촉하고 스킨(토너)의 기본에 충실하고, 무엇보다 무향이라는 점이 좋았습니다	pos
이거 제발 사지 마세요 완전ㅆㄹㄱ 화 X 어플이나 네이버 카페에 제품 후기 꼭 찾아보고 사세요 유해 성분도 게 많고 이런 ㅈ품은 생산하지 말아야 됩니다 1회 테스트해보고 피부 다 뒤집어져서 병원 다니는데 제품 불량이 아니라고 환불도 안 해주네요 그냥 6천 원 기부한 셈 치고 갖다버림ㅋㅋ 가져다 파는 것에도 책임이 있는 건데 생산만 안 했다고 책임이 1도 없는 것이라 생각하는 업체 태도에도 문제가 있음	neg
저렴한 가격에 사게 되어서 더 굳~	pos
마우스는 좋네요 잘 쓰겠습니다	pos
성분은 아주착하고 자극도 없는 토너입니다	pos
메크로기능 편하네요	pos
제품을 두개샀는데 하나가불량이라 다시 교환받으려하니 케이스팝에서는 네이버페이에 전화해서문의하라하고 네이버페이는 직접 산곳에 전화해서 알아보라하고 서로 미루다 케이스팝 다시 연락와서 왠번호 알려주면서 불량 부위를 사진 찍어보내라는데ㅡ어이상실ㅠㅠ소리가 안들리는걸 어떻게 사진으로 찍어남기냐고요? 너무 화가나서 그냥 돈 버렸다생각하고 쓰레기통에버림 ㅡ아무리 싼걸 구입했어도 정말 이런식으로 장사하시는건 아니지 않나싶네요ㅠㅠ	neg
빠른 배송 좋아요	pos
안 움직이는 불량 보냐 줬네요 클릭되는데 안 움직여요 사지 마세요	neg
가성비 노트북이라 생각했는데 아니네요 와이파이 엄청 못 잡아요 폰이나 태블릿은 잘만 되는데 연결이 안 된다는 게 아니고 연결됨이라고 뜨는데 인터넷 창 띄우면 인터넷 없다고 뜨고 한두 번 이러는 게 아니라 항상 그래요	neg
사용 결과 만족하며 가격 대비 좋습니다	neg
삼개월만에 한쪽 맛탱이감 귀에서 자꾸빠짐  다신안삼	neg
무난 무난하게 잘 작동하는 가성비 마우스로 제격입니다. 저렴하고 좋아요	pos
LG U360 is a light weight compact laptop with preinstalled windows10. Hard disk memory is only 32 GB, so adding extra memeory is necessary. 	pos
색상이 실제로 받아보면 더 이뻐요!	pos
마우스 그립감이 국	pos
절대사지마세요 귀아프고 마이크안되요	neg
버튼이 뻑뻑하지도 않고 마우스 포인터 조절도 되고 무난합니다 ^^	pos
빛도 다양하게바뀌고	pos
마우스 휠 버튼이 고장 난 거 같네요.. 휠 업하면 자꾸 휠 클릭이 되고 불편	neg
